Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15986,Dragon Zakura DS,DS,2007,Misc,Electronic Arts,0,0,0.01,0,0.01
15987,Chameleon: To Dye For!,DS,2006,Puzzle,505 Games,0.01,0,0,0,0.01
15988,Hotel Giant DS,DS,2008,Simulation,Nobilis,0,0.01,0,0,0.01
15989,Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
15990,Blackthorne,GBA,2003,Action,Activision,0.01,0,0,0,0.01
15991,Don Bradman Cricket 14,X360,2014,Sports,Tru Blu Entertainment,0,0.01,0,0,0.01
15992,DokuSui: DokiDoki Suikoden,PSP,2011,Role-Playing,Irem Software Engineering,0,0,0.01,0,0.01
15993,Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009,Fighting,Broccoli,0,0,0.01,0,0.01
15994,Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0,0.01,0,0,0.01
15995,Bomberman (jp sales),PSP,2006,Puzzle,Konami Digital Entertainment,0,0,0.01,0,0.01
15996,Blazblue: Continuum Shift Extend,PSP,2012,Fighting,Arc System Works,0,0,0.01,0,0.01
15997,S.Y.K: Shinsetsu Saiyuuki,PS2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
15998,Football Manager Live,PC,2009,Sports,Sega,0,0.01,0,0,0.01
15999,Captain Morgane and the Golden Turtle,Wii,2012,Adventure,Reef Entertainment,0,0.01,0,0,0.01
16000,Black Cat,PS2,2006,Action,Capcom,0,0,0.01,0,0.01
16001,One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games,0,0,0.01,0,0.01
16002,Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,0.01,0,0,0,0.01
16003,Smart Kid's Mega Game Mix,DS,2009,Misc,UFO Interactive,0.01,0,0,0,0.01
16004,Diary Girl,DS,2008,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01
16005,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011,Role-Playing,Unknown,0,0,0.01,0,0.01
16006,Serious Sam II,PC,2005,Shooter,Take-Two Interactive,0,0.01,0,0,0.01
16007,Wand of Fortune: Mirai e no Prologue Portable,PSP,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16008,Sengoku Hime: Senran ni Mau Otometachi,PSP,2009,Adventure,Yeti,0,0,0.01,0,0.01
16009,Secret Game Portable,PSP,2010,Adventure,Yeti,0,0,0.01,0,0.01
16010,Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.,0,0,0.01,0,0.01
16011,Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari,0,0.01,0,0,0.01
16012,Kimi no Yuusha,DS,2008,Role-Playing,SNK Playmore,0,0,0.01,0,0.01
16013,Call of Juarez,PC,2006,Shooter,Ubisoft,0,0.01,0,0,0.01
16014,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006,Shooter,Ubisoft,0,0,0.01,0,0.01
16015,UEFA Champions League 2006-2007,PSP,2007,Sports,Electronic Arts,0.01,0,0,0,0.01
16016,Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment,0,0.01,0,0,0.01
16017,Nobunaga no Yabou Online: Houou no Shou,PS3,2012,Strategy,Ackkstudios,0,0,0.01,0,0.01
16018,Rise of Flight: Iron Cross Edition,PC,2010,Simulation,Aerosoft,0.01,0,0,0,0.01
16019,Cosmetic Paradise: Make no Kiseki,DS,2008,Misc,Global A Entertainment,0,0,0.01,0,0.01
16020,Unreal Tournament 2003,PC,2002,Shooter,Atari,0,0.01,0,0,0.01
16021,Nobunaga no Yabou DS,DS,2006,Strategy,Tecmo Koei,0,0,0.01,0,0.01
16022,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
16023,Uppers,PSV,2016,Action,Marvelous Entertainment,0,0,0.01,0,0.01
16024,Wand of Fortune Portable,PSP,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16025,Wiffle Ball Advance,DS,2007,Sports,Zoo Digital Publishing,0.01,0,0,0,0.01
16026,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,2006,Action,Konami Digital Entertainment,0,0,0.01,0,0.01
16027,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007,Misc,D3Publisher,0,0,0.01,0,0.01
16028,The Last Remnant,PC,2009,Role-Playing,Square Enix,0,0.01,0,0,0.01
16029,Ten Pin Alley 2,GBA,2004,Sports,XS Games,0.01,0,0,0,0.01
16030,Himawari: Pebble in the Sky Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16031,Wand of Fortune R,PSV,2016,Adventure,Idea Factory,0,0,0.01,0,0.01
16032,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16033,My Little Baby,DS,2008,Simulation,CDV Software Entertainment,0,0.01,0,0,0.01
16034,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009,Adventure,TGL,0,0,0.01,0,0.01
16035,Shinobi Koutsutsu,PSP,2014,Adventure,Idea Factory,0,0,0.01,0,0.01
16036,NiGHTS into dreams...,PS2,2008,Platform,Sega,0,0,0.01,0,0.01
16037,WinBack 2: Project Poseidon,PS2,2006,Shooter,Tecmo Koei,0.01,0.01,0,0,0.01
16038,Kaitou Rousseau,DS,2006,Action,Namco Bandai Games,0,0,0.01,0,0.01
16039,Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0,0,0.01,0,0.01
16040,WRC 5: FIA World Rally Championship,XOne,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01
16041,Totally Spies! Totally Party,PS2,2008,Misc,Ubisoft,0.01,0.01,0,0,0.01
16042,GunParade Orchestra: Ao no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0,0,0.01,0,0.01
16043,Impossible Creatures,PC,2002,Strategy,Microsoft Game Studios,0,0.01,0,0,0.01
16044,Puyo Pop Fever,GC,2004,Puzzle,Sega,0.01,0,0,0,0.01
16045,Wizardry XTH: Unlimited Students,PS2,2006,Role-Playing,Michaelsoft,0,0,0.01,0,0.01
16046,Raven's Cry,PS4,2015,Role-Playing,TopWare Interactive,0,0.01,0,0,0.01
16047,Instant Brain,X360,2011,Adventure,Cave,0,0,0.01,0,0.01
16048,Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.01,0,0,0,0.01
16049,Blitzkrieg 2 Anthology,PC,2008,Strategy,Ascaron Entertainment GmbH,0,0.01,0,0,0.01
16050,Rayman Raving Rabbids,PC,2006,Misc,Ubisoft,0,0.01,0,0,0.01
16051,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16052,Abunai: Koi no Sousa Shitsu,PSP,2012,Action,Quinrose,0,0,0.01,0,0.01
16053,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011,Adventure,Avanquest,0,0.01,0,0,0.01
16054,Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01
16055,SoulLink Extension,PS2,2006,Adventure,Interchannel,0,0,0.01,0,0.01
16056,Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios,0,0.01,0,0,0.01
16057,Samurai Shodown Anthology (JP sales),PS2,2008,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
16058,Winning Post 7 Maximum 2008,PS2,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
16059,Sangoku Koi Senki: Otome no Heihou!,PS2,2011,Adventure,Prototype,0,0,0.01,0,0.01
16060,PDC World Championship Darts 2008,PSP,N/A,Sports,Oxygen Interactive,0.01,0,0,0,0.01
16061,WRC: FIA World Rally Championship,PC,N/A,Racing,Black Bean Games,0,0.01,0,0,0.01
16062,Alfa Romeo Racing Italiano,PS2,2005,Racing,Black Bean Games,0.01,0.01,0,0,0.01
16063,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002,Misc,Media Entertainment,0,0,0.01,0,0.01
16064,Digger Simulator,PC,2011,Simulation,Excalibur Publishing,0,0.01,0,0,0.01
16065,Turbo: Super Stunt Squad,X360,2013,Sports,D3Publisher,0,0.01,0,0,0.01
16066,Super Robot Taisen XO,X360,2006,Strategy,Banpresto,0,0,0.01,0,0.01
16067,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015,Action,Namco Bandai Games,0,0,0.01,0,0.01
16068,Aquaman: Battle for Atlantis,XB,N/A,Action,Unknown,0.01,0,0,0,0.01
16069,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010,Misc,Hackberry,0,0,0.01,0,0.01
16070,IL-2 Sturmovik,PC,2001,Simulation,Blue Byte,0,0.01,0,0,0.01
16071,Mortal Kombat: Tournament Edition,GBA,2003,Fighting,Midway Games,0.01,0,0,0,0.01
16072,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005,Adventure,Activision,0.01,0,0,0,0.01
16073,East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.01
16074,World Poker Tour,GBA,2005,Misc,Take-Two Interactive,0.01,0,0,0,0.01
16075,Sousaku Alice to Oujisama!,3DS,2015,Simulation,Happinet,0,0,0.01,0,0.01
16076,Empire Deluxe,PC,1992,Strategy,New World Computing,0.01,0,0,0,0.01
16077,Umihara Kawase Jun: Second Edition Kanzenban,DS,2009,Puzzle,Genterprise,0,0,0.01,0,0.01
16078,Infinite Stratos 2: Love and Purge,PSV,2015,Action,5pb,0,0,0.01,0,0.01
16079,Fab 5 Soccer,DS,2008,Sports,Destineer,0.01,0,0,0,0.01
16080,Destiny Links,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,0.01
16081,Best Of Tests,DS,2008,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01
16082,Egg Mania: Eggstreme Madness,XB,2002,Puzzle,Kemco,0.01,0,0,0,0.01
16083,Virtua Tennis 3,PC,2007,Sports,Sega,0,0.01,0,0,0.01
16084,Pro Angler Moves,PS3,2012,Sports,"Interworks Unlimited, Inc.",0.01,0,0,0,0.01
16085,Sakura Sakura: Haru Urara,PSP,2010,Adventure,GN Software,0,0,0.01,0,0.01
16086,Uta no * Prince-Sama: Sweet Serenade,PSP,2011,Adventure,Broccoli,0,0,0.01,0,0.01
16087,The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01
16088,Road Trip: Shifting Gears,GBA,2002,Racing,Zoo Digital Publishing,0.01,0,0,0,0.01
16089,"Iza, Shutsujin! Koisen",PSP,2011,Adventure,Quinrose,0,0,0.01,0,0.01
16090,Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008,Sports,Takara Tomy,0,0,0.01,0,0.01
16091,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
16092,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010,Adventure,FuRyu,0,0,0.01,0,0.01
16093,Honda ATV Fever,DS,2010,Racing,Storm City Games,0.01,0,0,0,0.01
16094,Grooverider: Slot Car Thunder,XB,2003,Racing,Encore,0.01,0,0,0,0.01
16095,Superstars V8 Racing,X360,2009,Racing,Black Bean Games,0,0.01,0,0,0.01
16096,Grand Theft Auto III,PC,2002,Action,Take-Two Interactive,0,0.01,0,0,0.01
16097,Bakumatsu Koihana: Shinsengumi DS,DS,2008,Adventure,D3Publisher,0,0,0.01,0,0.01
16098,Resident Evil 5 HD,PS4,2016,Action,Capcom,0.01,0,0,0,0.01
16099,Miyako: Awayuki no Utage,PSP,2012,Action,Idea Factory,0,0,0.01,0,0.01
16100,Super PickUps,Wii,2009,Racing,XS Games,0.01,0,0,0,0.01
16101,Ben 10 Omniverse 2,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01
16102,Rewrite,PSV,2014,Adventure,Prototype,0,0,0.01,0,0.01
16103,Konami Classics Vol. 2,X360,2009,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01
16104,Aeon Flux,XB,2005,Action,THQ,0.01,0,0,0,0.01
16105,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16106,Kana: Imouto,PSP,2010,Adventure,CyberFront,0,0,0.01,0,0.01
16107,Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01
16108,Rock N' Roll Racing,SNES,1993,Racing,Interplay,0,0,0.01,0,0.01
16109,Higurashi no Naku Koro ni Iki,PS3,2015,Action,Kaga Create,0,0,0.01,0,0.01
16110,Marginal #4: Idol of Supernova,PSV,2014,Adventure,Idea Factory,0,0,0.01,0,0.01
16111,Nodame Cantabile,PS2,2007,Misc,Banpresto,0,0,0.01,0,0.01
16112,Paranormal Pursuit: The Gifted One,PC,2015,Action,Alawar Entertainment,0,0.01,0,0,0.01
16113,DoDonPachi Saidaioujou,X360,2013,Shooter,Cave,0,0,0.01,0,0.01
16114,Last Escort: Club Katze,PS2,2010,Adventure,D3Publisher,0,0,0.01,0,0.01
16115,1/2 Summer +,PSP,2013,Adventure,Kaga Create,0,0,0.01,0,0.01
16116,Winning Post 7 Maximum 2008,PS3,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
16117,Psycho-Pass,XOne,2014,Adventure,5pb,0,0,0.01,0,0.01
16118,Brain Exercise With Dr. Kawashima,PC,2009,Puzzle,Namco Bandai Games,0,0.01,0,0,0.01
16119,Tears to Tiara: Kakan no Daichi Portable,PSP,2010,Adventure,Aqua Plus,0,0,0.01,0,0.01
16120,Games Around the World,DS,2010,Misc,Zoo Games,0.01,0,0,0,0.01
16121,Football Manager 2005,PC,2004,Sports,Sega,0,0.01,0,0,0.01
16122,Hitotsu Tobashi Renai V,PSV,2015,Adventure,Kaga Create,0,0,0.01,0,0.01
16123,Ninja Gaiden Sigma 2,PSV,2013,Action,Tecmo Koei,0,0,0.01,0,0.01
16124,Turbo Trainz,Wii,2012,Racing,Mastertronic,0,0.01,0,0,0.01
16125,Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,0,0.01
16126,Nintendogs and Cats Golden Retriever and New Friends,3DS,2011,Action,Nintendo,0,0.01,0,0,0.01
16127,Young Justice: Legacy,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01
16128,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009,Adventure,Arc System Works,0,0,0.01,0,0.01
16129,Monster Rancher Advance 2,GBA,2002,Simulation,Tecmo Koei,0.01,0,0,0,0.01
16130,Madden NFL 13,PS3,2012,Sports,Electronic Arts,0,0.01,0,0,0.01
16131,Voodoo Chronicles: First Sign,PC,2011,Adventure,ValuSoft,0.01,0,0,0,0.01
16132,Umineko no Naku Koro ni Portable 1,PSP,2011,Adventure,Alchemist,0,0,0.01,0,0.01
16133,Dr. Slump & Arale-Chan,DS,2008,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16134,Geten no Hana: Yume Akari,PSP,2014,Misc,Tecmo Koei,0,0,0.01,0,0.01
16135,Festa!! Hyper Girls Party,PS2,2006,Adventure,KID,0,0,0.01,0,0.01
16136,Collar x Malice,PSV,2016,Action,Idea Factory,0,0,0.01,0,0.01
16137,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008,Misc,Benesse,0,0,0.01,0,0.01
16138,Vanark,PS,1999,Shooter,Jaleco,0.01,0.01,0,0,0.01
16139,Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0,0,0.01,0,0.01
16140,Game Book DS: Sword World 2.0,DS,2009,Role-Playing,Broccoli,0,0,0.01,0,0.01
16141,WTA Tour Tennis,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
16142,Norn + Nonette: Last Era,PSV,2015,Action,Idea Factory,0,0,0.01,0,0.01
16143,BlazBlue: Calamity Trigger,PC,2010,Fighting,PQube,0,0.01,0,0,0.01
16144,Furious Karting,XB,2003,Racing,Atari,0.01,0,0,0,0.01
16145,WSC REAL 09: World Snooker Championship,PS3,2009,Sports,Deep Silver,0,0.01,0,0,0.01
16146,Harry Potter and the Chamber of Secrets,PC,2002,Action,Electronic Arts,0,0.01,0,0,0.01
16147,Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito,0,0,0.01,0,0.01
16148,Mystery Legends: Beauty and the Beast,PC,2012,Puzzle,Focus Multimedia,0,0.01,0,0,0.01
16149,Fuuraiki 3,PSV,2015,Action,Unknown,0,0,0.01,0,0.01
16150,Chokkan! Asonde Relaxuma,DS,2008,Action,Rocket Company,0,0,0.01,0,0.01
16151,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006,Racing,"Destination Software, Inc",0.01,0,0,0,0.01
16152,Minna no Conveni,DS,2010,Simulation,Taito,0,0,0.01,0,0.01
16153,Accel World: Kasoku no Chouten,PSP,2013,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16154,SoulCalibur Legends (JP sales),Wii,2007,Action,Namco Bandai Games,0,0,0.01,0,0.01
16155,Izumo 2,PS2,2006,Adventure,GN Software,0,0,0.01,0,0.01
16156,Entaku no Seito: Students of Round,X360,2011,Role-Playing,ChunSoft,0,0,0.01,0,0.01
16157,Bratz: Forever Diamondz,PS2,2006,Adventure,THQ,0.01,0.01,0,0,0.01
16158,Isshoni Gohan. Portable,PSP,2013,Adventure,Boost On,0,0,0.01,0,0.01
16159,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008,Adventure,Hudson Soft,0,0,0.01,0,0.01
16160,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010,Fighting,SNK Playmore,0,0,0.01,0,0.01
16161,Monkey Madness: Island Escape,DS,2010,Action,Storm City Games,0.01,0,0,0,0.01
16162,Malice,XB,2004,Platform,Evolved Games,0.01,0,0,0,0.01
16163,Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,0.01,0,0,0,0.01
16164,htoL#NiQ: The Firefly Diary,PSV,2014,Platform,Nippon Ichi Software,0,0,0.01,0,0.01
16165,Tiger Woods PGA Tour 2005,PC,2004,Sports,Electronic Arts,0,0.01,0,0,0.01
16166,Deus Ex,PC,2000,Role-Playing,Eidos Interactive,0,0.01,0,0,0.01
16167,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008,Adventure,Capcom,0,0,0.01,0,0.01
16168,Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist,0,0,0.01,0,0.01
16169,Smiley World: Island Challenge,DS,2009,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16170,Order Up!!,3DS,2011,Action,Funbox Media,0,0.01,0,0,0.01
16171,Wallace & Gromit: Curse of the Were-Rabbit,XB,2005,Adventure,Konami Digital Entertainment,0.01,0,0,0,0.01
16172,Hanayamata: Yosakoi Live,PSV,2014,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16173,Shepherd's Crossing,PSP,2009,Simulation,Success,0,0,0.01,0,0.01
16174,Dark Parables: The Exiled Prince,PC,2011,Puzzle,Unknown,0,0.01,0,0,0.01
16175,Military History: Commander - Europe at War,DS,2009,Strategy,Slitherine Software,0,0.01,0,0,0.01
16176,Tactics Layer: Ritina Guard Senki,DS,2009,Strategy,D3Publisher,0,0,0.01,0,0.01
16177,We Sing 80s,Wii,2012,Misc,Nordic Games,0,0.01,0,0,0.01
16178,Republique,PS4,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01
16179,San-X Character Channel: All-Star Daishuugou!,DS,2008,Action,MTO,0,0,0.01,0,0.01
16180,Rail Simulator,PC,2007,Simulation,Electronic Arts,0,0.01,0,0,0.01
16181,Putty Squad,PS3,2013,Platform,System 3,0,0.01,0,0,0.01
16182,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006,Sports,Sega,0,0,0.01,0,0.01
16183,Rozen Maiden: Gebetgarten,PS2,2007,Fighting,Taito,0,0,0.01,0,0.01
16184,Resistance Dual Pack,PS3,2011,Shooter,Sony Computer Entertainment,0,0.01,0,0,0.01
16185,Princess Arthur,PSP,2013,Misc,Idea Factory,0,0,0.01,0,0.01
16186,Sakura-Sou no Pet na Kanojo,PSP,2013,Adventure,Kadokawa Games,0,0,0.01,0,0.01
16187,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007,Fighting,SNK Playmore,0,0,0.01,0,0.01
16188,Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009,Adventure,Arc System Works,0,0,0.01,0,0.01
16189,BattleForge,PC,2009,Strategy,Electronic Arts,0,0.01,0,0,0.01
16190,Jewel Quest II,PC,2007,Puzzle,Avanquest,0,0.01,0,0,0.01
16191,Toro to Morimori,PS3,2009,Misc,Sony Computer Entertainment,0,0,0.01,0,0.01
16192,Sonic & All-Stars Racing Transformed,PC,2013,Racing,Sega,0,0.01,0,0,0.01
16193,Satisfashion,Wii,2010,Misc,Destineer,0.01,0,0,0,0.01
16194,Homeworld Remastered Collection,PC,N/A,Strategy,N/A,0,0.01,0,0,0.01
16195,Metal Slug Anthology,PS2,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01
16196,K-1 Grand Prix,PS,1999,Fighting,Jaleco,0.01,0.01,0,0,0.01
16197,Shorts,DS,N/A,Platform,Unknown,0.01,0,0,0,0.01
16198,Legoland,PC,1999,Action,LEGO Media,0,0.01,0,0,0.01
16199,Rave Master: Special Attack Force!,GBA,2002,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.01
16200,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007,Strategy,D3Publisher,0,0,0.01,0,0.01
16201,AKB1/48: Idol to Guam de Koishitara...,X360,N/A,Misc,N/A,0,0,0.01,0,0.01
16202,Casper,GBA,2002,Adventure,Microids,0.01,0,0,0,0.01
16203,Hyakka Yakou,PSV,2015,Action,Unknown,0,0,0.01,0,0.01
16204,Adventure Time: The Secret of the Nameless,X360,2014,Adventure,Little Orbit,0.01,0,0,0,0.01
16205,Hakuoki: Reimeiroku DS,DS,2012,Action,Idea Factory,0,0,0.01,0,0.01
16206,Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01
16207,Ro-Kyu-Bu! Secret Photo Op,PSV,2014,Adventure,Kadokawa Games,0,0,0.01,0,0.01
16208,Caladrius,X360,2013,Shooter,Moss,0,0,0.01,0,0.01
16209,Who Wants to be a Millionaire: 2nd Edition,DS,2008,Misc,Ubisoft,0,0.01,0,0,0.01
16210,Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16211,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005,Misc,N/A,0.01,0,0,0,0.01
16212,Freekstyle,GBA,2003,Racing,Zoo Digital Publishing,0.01,0,0,0,0.01
16213,Groovin' Blocks,Wii,2009,Puzzle,Zoo Games,0.01,0,0,0,0.01
16214,Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007,Adventure,Prototype,0,0,0.01,0,0.01
16215,Gardening Guide: How to get Green Fingers,DS,2009,Misc,Mindscape,0,0.01,0,0,0.01
16216,Aa Megami-samaa,PS2,2007,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16217,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012,Action,FuRyu,0,0,0.01,0,0.01
16218,Tsukigime Ranko's Longest Day,PS3,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01
16219,Bakumatsu Rock,PSP,2014,Action,Marvelous Entertainment,0,0,0.01,0,0.01
16220,Far East of Eden II: Manji Maru,DS,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01
16221,Family Jockey,Wii,2008,Sports,Namco Bandai Games,0,0,0.01,0,0.01
16222,Thunder Alley,GBA,2004,Racing,XS Games,0.01,0,0,0,0.01
16223,Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0,0,0.01,0,0.01
16224,Spider-Man: Friend or Foe,PC,2007,Action,Activision,0.01,0,0,0,0.01
16225,Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0,0,0.01
16226,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013,Adventure,5pb,0,0,0.01,0,0.01
16227,New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.,0,0,0.01,0,0.01
16228,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007,Adventure,Datam Polystar,0,0,0.01,0,0.01
16229,Victory Spike,PS,1996,Sports,Imagineer,0,0,0.01,0,0.01
16230,Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom,0,0,0.01,0,0.01
16231,Double Sequence: The Q-Virus Invasion,DS,2008,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16232,Brothers in Arms: Furious 4,X360,N/A,Shooter,N/A,0.01,0,0,0,0.01
16233,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006,Action,D3Publisher,0.01,0,0,0,0.01
16234,Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010,Role-Playing,Kadokawa Shoten,0,0,0.01,0,0.01
16235,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16236,Marvel: Ultimate Alliance,PC,2006,Role-Playing,Activision,0.01,0,0,0,0.01
16237,Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0,0.01,0,0,0.01
16238,Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,Unknown,0,0,0.01,0,0.01
16239,Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0,0.01,0,0,0.01
16240,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16241,Kao the Kangaroo,GBA,2001,Platform,Titus,0.01,0,0,0,0.01
16242,Builder's Block,PS,1999,Strategy,EON Digital Entertainment,0.01,0,0,0,0.01
16243,Seisou no Amazones,3DS,2013,Role-Playing,Arc System Works,0,0,0.01,0,0.01
16244,Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017,Role-Playing,Sega,0,0,0.01,0,0.01
16245,F.E.A.R. Perseus Mandate,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01
16246,Mahjong Taikai IV,PS3,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
16247,Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01
16248,FlatOut: Ultimate Carnage,PC,2008,Racing,Empire Interactive,0,0.01,0,0,0.01
16249,Agarest Senki: Re-appearance,PS3,N/A,Role-Playing,Idea Factory,0,0,0.01,0,0.01
16250,Ultraman Fighting Evolution 0,PSP,2006,Fighting,Banpresto,0,0,0.01,0,0.01
16251,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009,Simulation,Konami Digital Entertainment,0,0,0.01,0,0.01
16252,Aquaman: Battle for Atlantis,GC,2003,Action,TDK Mediactive,0.01,0,0,0,0.01
16253,Strider (2014),PS3,2014,Platform,Capcom,0,0,0.01,0,0.01
16254,Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007,Misc,Takara Tomy,0,0,0.01,0,0.01
16255,The Book of Unwritten Tales 2,WiiU,2016,Adventure,Nordic Games,0,0.01,0,0,0.01
